time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_100m (km/h)
2017-01-17T03:00,2,95,-0.8,0,0,0,2,64,10.5
2017-01-17T04:00,1.5,93,-1.3,0,0,0,2,70,14.3
2017-01-17T05:00,1.4,92,-1.9,0,0,0,2,53,19
2017-01-17T06:00,0.8,94,-2.3,0,0,0,0,9,12.8
2017-01-17T07:00,-1.1,95,-4.7,0,0,0,2,65,11.3
2017-01-17T08:00,-1.3,95,-4.8,0,0,0,1,41,17.1
2017-01-17T09:00,-0.1,91,-3.7,0,0,0,0,4,18.3
2017-01-17T10:00,1.3,86,-1.9,0,0,0,0,0,12.2
2017-01-17T11:00,2.4,81,-0.8,0,0,0,0,0,8.4
2017-01-17T12:00,4,74,1,0,0,0,0,1,7.3
2017-01-17T13:00,4.5,66,1.3,0,0,0,0,2,6.8
2017-01-17T14:00,4.5,63,1.4,0,0,0,0,3,5.9
2017-01-17T15:00,4.2,67,1.2,0,0,0,0,8,5.8
2017-01-17T16:00,1.6,83,-1.7,0,0,0,0,6,11.7
2017-01-17T17:00,-0.4,90,-4,0,0,0,0,8,16.3
2017-01-17T18:00,-1,91,-4.7,0,0,0,1,29,11.2
2017-01-17T19:00,-1.2,93,-4.7,0,0,0,1,26,13
2017-01-17T20:00,-2.8,94,-6.9,0,0,0,0,20,12.6
2017-01-17T21:00,-2.3,93,-6,0,0,0,0,12,8.3
2017-01-17T22:00,-3.5,95,-7.6,0,0,0,0,9,10.6
2017-01-17T23:00,-3.6,94,-7.6,0,0,0,0,0,12.2
2017-01-18T00:00,-1.1,86,-4.7,0,0,0,0,0,12
2017-01-18T01:00,-1.2,84,-4.4,0,0,0,0,0,8.3
2017-01-18T02:00,-1.4,86,-4.3,0,0,0,0,0,6.2
2017-01-18T03:00,-2.1,89,-5.5,0,0,0,0,4,8.2
2017-01-18T04:00,-3.6,92,-7.6,0,0,0,0,6,11.4
2017-01-18T05:00,-3.8,91,-7.8,0,0,0,0,5,12
2017-01-18T06:00,-2.6,88,-6.2,0,0,0,0,14,9.8
2017-01-18T07:00,-2.3,88,-5.7,0,0,0,0,10,8.3
2017-01-18T08:00,-2.4,89,-5.6,0,0,0,0,4,7.1
2017-01-18T09:00,-2.2,89,-5.3,0,0,0,0,0,6.6
2017-01-18T10:00,-0.3,78,-3.3,0,0,0,0,0,5.2
2017-01-18T11:00,1.3,71,-1.7,0,0,0,0,0,3.6
2017-01-18T12:00,2.1,64,-0.9,0,0,0,0,1,2.9
2017-01-18T13:00,3.1,54,-0.2,0,0,0,0,1,4.4
2017-01-18T14:00,3.4,52,-0.2,0,0,0,0,6,6.3
2017-01-18T15:00,2.7,56,-0.7,0,0,0,0,0,8.7
2017-01-18T16:00,-0.5,74,-4.7,0,0,0,0,0,12
2017-01-18T17:00,-0.8,77,-4.7,0,0,0,0,0,11.4
2017-01-18T18:00,-2.2,86,-6.4,0,0,0,0,0,12.4
2017-01-18T19:00,-2.8,91,-7,0,0,0,0,1,14.5
2017-01-18T20:00,-3.1,95,-7.3,0,0,0,0,1,15.2
2017-01-18T21:00,-3,97,-7,0,0,0,0,5,14
2017-01-18T22:00,-3.1,98,-7,0,0,0,0,12,12.8
2017-01-18T23:00,-2.9,98,-6.6,0,0,0,0,13,12
2017-01-19T00:00,-2.3,94,-6.2,0,0,0,0,9,16.5
2017-01-19T01:00,-2,94,-5.5,0,0,0,0,16,16.5
2017-01-19T02:00,-2.1,94,-5.6,0,0,0,0,7,15.5
2017-01-19T03:00,-2.5,94,-6.3,0,0,0,0,15,15.9
2017-01-19T04:00,-2.5,94,-6.2,0,0,0,0,16,14.7
2017-01-19T05:00,-1.8,95,-5.3,0,0,0,1,36,14.7
2017-01-19T06:00,-0.8,94,-4,0,0,0,1,40,15.8
2017-01-19T07:00,-0.5,93,-3.7,0,0,0,1,43,17.3
2017-01-19T08:00,0.1,91,-3.2,0,0,0,2,67,17.7
2017-01-19T09:00,0.7,89,-2.6,0,0,0,2,80,16.9
2017-01-19T10:00,2.4,83,-1,0,0,0,2,67,15.5
2017-01-19T11:00,3.7,79,0.4,0,0,0,1,35,13.6
2017-01-19T12:00,4.9,71,1.3,0,0,0,0,2,14
2017-01-19T13:00,5.6,65,1.8,0,0,0,0,0,15
2017-01-19T14:00,5.7,63,1.7,0,0,0,0,1,16.6
2017-01-19T15:00,4.7,71,1.3,0,0,0,0,1,17.1
2017-01-19T16:00,1.3,88,-2.2,0,0,0,0,0,20.1
2017-01-19T17:00,-0.2,93,-3.8,0,0,0,0,0,22.4
2017-01-19T18:00,-0.7,94,-4.3,0,0,0,0,0,22.9
2017-01-19T19:00,-1,94,-4.7,0,0,0,0,3,22.6
2017-01-19T20:00,-1.3,94,-4.9,0,0,0,0,11,22.6
2017-01-19T21:00,-1.2,93,-4.9,0,0,0,0,2,22.9
2017-01-19T22:00,-1.3,93,-5,0,0,0,0,0,22
2017-01-19T23:00,-2.1,94,-5.8,0,0,0,0,0,20
2017-01-20T00:00,-1.1,91,-4.8,0,0,0,0,0,22.3
2017-01-20T01:00,-1.3,92,-5.1,0,0,0,0,0,22.7
2017-01-20T02:00,-1.6,93,-5.3,0,0,0,0,0,22.3
2017-01-20T03:00,-1.9,93,-5.7,0,0,0,0,0,21.6
2017-01-20T04:00,-2.2,94,-5.9,0,0,0,0,0,21.3
2017-01-20T05:00,-2.3,94,-6,0,0,0,0,0,21.4
2017-01-20T06:00,-2.2,93,-6,0,0,0,0,0,22.4
2017-01-20T07:00,-2.1,93,-5.9,0,0,0,0,0,23.1
2017-01-20T08:00,-2.1,93,-5.9,0,0,0,0,0,22.5
2017-01-20T09:00,-0.2,90,-4.1,0,0,0,0,0,23
2017-01-20T10:00,2,83,-2,0,0,0,0,0,21.9
2017-01-20T11:00,4,75,0,0,0,0,0,0,19.6
2017-01-20T12:00,5.1,70,0.8,0,0,0,0,0,20.1
2017-01-20T13:00,5.6,69,1.2,0,0,0,0,0,22.6
2017-01-20T14:00,5.6,69,1.1,0,0,0,0,0,23.9
2017-01-20T15:00,4.9,72,0.6,0,0,0,0,0,26.6
2017-01-20T16:00,3.1,80,-0.9,0,0,0,0,0,28.1
2017-01-20T17:00,1.4,87,-2.6,0,0,0,0,0,28.8
2017-01-20T18:00,0.6,89,-3.4,0,0,0,0,0,28.4
2017-01-20T19:00,0,91,-3.9,0,0,0,0,0,27.1
2017-01-20T20:00,-0.5,92,-4.2,0,0,0,0,0,25.3
2017-01-20T21:00,-0.9,91,-4.6,0,0,0,0,0,23.8
2017-01-20T22:00,-1.5,92,-5.2,0,0,0,0,0,22.7
2017-01-20T23:00,-1.9,91,-5.6,0,0,0,0,0,22
2017-01-21T00:00,-1.1,87,-4.9,0,0,0,0,0,23.8
2017-01-21T01:00,-1.6,87,-5.4,0,0,0,0,0,22.8
2017-01-21T02:00,-2.2,87,-6.3,0,0,0,0,0,20.6
2017-01-21T03:00,-2.6,88,-6.7,0,0,0,0,0,19.4
2017-01-21T04:00,-2.9,89,-6.9,0,0,0,0,15,19.1
2017-01-21T05:00,-2.9,89,-6.9,0,0,0,0,12,19.6
2017-01-21T06:00,-2.9,90,-6.8,0,0,0,0,0,20.3
2017-01-21T07:00,-3.1,91,-6.9,0,0,0,0,0,19.9
2017-01-21T08:00,-3.2,92,-7.1,0,0,0,0,0,19.5
2017-01-21T09:00,-1.1,88,-4.8,0,0,0,0,0,18.8
2017-01-21T10:00,1,77,-2.9,0,0,0,0,0,16.7
2017-01-21T11:00,2.4,67,-1.7,0,0,0,0,0,14.5
2017-01-21T12:00,3.3,66,-1.1,0,0,0,0,0,17.7
2017-01-21T13:00,3.7,60,-0.9,0,0,0,0,0,17.9
2017-01-21T14:00,3.5,59,-0.9,0,0,0,0,0,15.9
2017-01-21T15:00,2.9,66,-0.7,0,0,0,0,0,13.5
2017-01-21T16:00,-0.7,82,-4.9,0,0,0,0,0,13.3
2017-01-21T17:00,-2.7,85,-7.1,0,0,0,0,0,13.4
2017-01-21T18:00,-3.1,89,-7.3,0,0,0,0,5,16.1
2017-01-21T19:00,-3.1,90,-7.2,0,0,0,2,68,16.6
2017-01-21T20:00,-2.1,90,-5.8,0,0,0,2,51,16.2
2017-01-21T21:00,-1.6,91,-5.2,0,0,0,2,74,13.8
2017-01-21T22:00,-1.7,93,-5.4,0,0,0,2,57,10.6
2017-01-21T23:00,-1.8,94,-5.4,0,0,0,2,58,8.4
2017-01-22T00:00,-2.9,94,-6.9,0,0,0,1,42,12
2017-01-22T01:00,-2.7,93,-6.6,0,0,0,1,35,11.2
2017-01-22T02:00,-3.1,93,-7.1,0,0,0,0,1,10.3
2017-01-22T03:00,-3.8,93,-8,0,0,0,0,0,10.5
2017-01-22T04:00,-3.9,93,-8.2,0,0,0,0,0,13.4
2017-01-22T05:00,-3.1,93,-7,0,0,0,0,0,10.2
2017-01-22T06:00,-3.5,94,-7.1,0,0,0,0,3,6.4
2017-01-22T07:00,-4.5,96,-8.5,0,0,0,0,0,7.9
2017-01-22T08:00,-4.8,97,-9.1,0,0,0,0,0,12.3
2017-01-22T09:00,-2.1,94,-5.7,0,0,0,0,1,12.7
2017-01-22T10:00,0.7,83,-2.3,0,0,0,0,0,10.5
2017-01-22T11:00,3.5,73,0.4,0,0,0,0,0,8.9
2017-01-22T12:00,4.2,72,1.6,0,0,0,0,2,3.7
2017-01-22T13:00,5.3,69,2.8,0,0,0,0,2,3.9
2017-01-22T14:00,5.6,69,3,0,0,0,0,1,5.4
2017-01-22T15:00,4.8,74,2,0,0,0,0,1,6.3
2017-01-22T16:00,4.3,77,1.7,0,0,0,0,0,5.8
2017-01-22T17:00,2.3,86,-0.5,0,0,0,0,0,6.1
2017-01-22T18:00,-0.5,96,-3.5,0,0,0,0,0,4.7
2017-01-22T19:00,-0.5,98,-3.3,0,0,0,0,5,2.9
2017-01-22T20:00,-1,99,-3.7,0,0,0,0,0,2.6
2017-01-22T21:00,-2,100,-4.9,0,0,0,1,31,3.1
2017-01-22T22:00,-2.6,100,-5.8,0,0,0,1,48,5.7
2017-01-22T23:00,-3.1,99,-6.4,0,0,0,3,100,6.3
2017-01-23T00:00,-3.2,97,-6.8,0,0,0,3,94,11
2017-01-23T01:00,-2.7,99,-5.9,0,0,0,3,100,12
2017-01-23T02:00,-2.8,99,-6,0,0,0,3,100,10.6
2017-01-23T03:00,-2.8,98,-6,0,0,0,3,100,8.7
2017-01-23T04:00,-2.7,98,-6,0,0,0,3,100,10
2017-01-23T05:00,-2.6,99,-6,0,0,0,3,100,10.7
2017-01-23T06:00,-2.6,99,-6.1,0,0,0,3,100,12.2
2017-01-23T07:00,-2.1,99,-5.8,0,0,0,3,98,14.3
2017-01-23T08:00,-1.7,99,-5.4,0,0,0,3,100,14
2017-01-23T09:00,-1.1,99,-4.7,0,0,0,3,94,12.5
2017-01-23T10:00,-0.4,98,-3.9,0,0,0,3,92,11.5
2017-01-23T11:00,0.2,97,-3.2,0,0,0,3,91,10.6
2017-01-23T12:00,0.7,96,-2.2,0,0,0,3,92,6.9
2017-01-23T13:00,2,91,-1,0,0,0,3,92,8.1
2017-01-23T14:00,2.8,89,-0.2,0,0,0,2,62,9.8
2017-01-23T15:00,2.8,91,0,0,0,0,1,34,10.7
2017-01-23T16:00,0.4,97,-3.2,0,0,0,3,86,13
2017-01-23T17:00,0.8,98,-2.2,0,0,0,3,88,14.4
2017-01-23T18:00,0.9,99,-2.2,0,0,0,3,84,16.1
2017-01-23T19:00,-0.2,99,-3.5,0,0,0,2,58,15.7
2017-01-23T20:00,-0.7,99,-4.1,0,0,0,2,76,14.1
2017-01-23T21:00,-0.1,99,-3.2,0,0,0,3,81,13.8
2017-01-23T22:00,-0.5,99,-3.5,0,0,0,3,82,13.4
2017-01-23T23:00,-1.1,99,-4.3,0,0,0,3,91,13
2017-01-24T00:00,-0.4,97,-3.8,0,0,0,2,67,14.6
2017-01-24T01:00,0.3,97,-2.8,0,0,0,2,78,16.9
2017-01-24T02:00,0.7,96,-2.5,0,0,0,3,82,18.4
2017-01-24T03:00,0.6,98,-2.6,0,0,0,2,75,17.9
2017-01-24T04:00,-0.3,100,-3.5,0,0,0,3,100,17.5
2017-01-24T05:00,-1.4,100,-4.6,0,0,0,2,57,14.6
2017-01-24T06:00,-1.9,99,-5.3,0,0,0,3,100,15.3
2017-01-24T07:00,-1.7,99,-5.2,0,0,0,3,100,17.1
2017-01-24T08:00,-1.1,99,-4.6,0,0,0,3,100,16.6
2017-01-24T09:00,-0.3,99,-3.7,0,0,0,3,100,12.8
2017-01-24T10:00,0.6,98,-2.7,0,0,0,3,94,11
2017-01-24T11:00,1.5,98,-1.6,0,0,0,3,91,9.8
2017-01-24T12:00,6.7,82,3.9,0,0,0,0,2,12.2
2017-01-24T13:00,7.5,82,5,0,0,0,0,2,11.4
2017-01-24T14:00,7.8,82,5.5,0,0,0,0,3,10
2017-01-24T15:00,7.7,85,5.7,0,0,0,0,6,9.4
2017-01-24T16:00,4.6,93,1.8,0,0,0,0,4,10.5
2017-01-24T17:00,1.9,96,-1.6,0,0,0,0,4,12.7
2017-01-24T18:00,1.1,98,-2.6,0,0,0,0,1,16.4
2017-01-24T19:00,0.5,98,-3.2,0,0,0,0,1,18.1
2017-01-24T20:00,-0.4,100,-4.3,0,0,0,3,90,17.3
2017-01-24T21:00,-0.9,100,-4.7,0,0,0,3,90,15.3
2017-01-24T22:00,-0.7,100,-4.2,0,0,0,3,90,13
2017-01-24T23:00,-0.4,100,-3.6,0,0,0,3,90,11
2017-01-25T00:00,-1.4,99,-5,0,0,0,3,90,13.8
2017-01-25T01:00,-1.3,99,-4.5,0,0,0,3,90,11
2017-01-25T02:00,-0.9,99,-3.5,0,0,0,3,90,8.9
2017-01-25T03:00,-0.6,99,-3.2,0,0,0,3,90,9.1
2017-01-25T04:00,-0.2,99,-2.8,0,0,0,3,90,9.4
2017-01-25T05:00,0.1,99,-2.7,0,0,0,3,90,9.2
2017-01-25T06:00,0.5,100,-2.4,0,0,0,3,90,10.1
2017-01-25T07:00,0.7,100,-2.4,0,0,0,3,90,12.6
2017-01-25T08:00,1.5,100,-1.4,0,0,0,3,90,16.7
2017-01-25T09:00,2.5,100,-0.2,0,0,0,3,90,17.6
2017-01-25T10:00,3.4,96,0.3,0,0,0,3,90,14.8
2017-01-25T11:00,4,92,1,0,0,0,3,90,12.3
2017-01-25T12:00,3.1,94,0.5,0,0,0,3,90,7.3
2017-01-25T13:00,3.2,92,0.6,0,0,0,3,90,7.2
2017-01-25T14:00,3.2,92,0.4,0,0,0,3,90,9.2
2017-01-25T15:00,2.9,94,0.3,0,0,0,3,90,11
2017-01-25T16:00,2,96,-0.8,0,0,0,3,90,13.9
2017-01-25T17:00,1.1,97,-2,0,0,0,3,90,16.6
2017-01-25T18:00,0.9,96,-2.2,0,0,0,3,90,16.2
2017-01-25T19:00,0.5,97,-2.6,0,0,0,3,86,16.1
2017-01-25T20:00,0.1,97,-3.5,0,0,0,2,78,18.9
2017-01-25T21:00,-0.7,93,-4.3,0,0,0,3,90,17.9
2017-01-25T22:00,-1,94,-4.4,0,0,0,3,84,16.4
2017-01-25T23:00,-0.9,94,-4.3,0,0,0,3,86,15.6
2017-01-26T00:00,-0.8,94,-4.4,0,0,0,3,83,18.2
2017-01-26T01:00,-1.1,94,-4.6,0,0,0,3,81,17.7
2017-01-26T02:00,-1,94,-4.7,0,0,0,3,83,18.1
2017-01-26T03:00,-0.9,93,-4.7,0,0,0,2,77,19
2017-01-26T04:00,-1.1,93,-5,0,0,0,3,82,20.5
2017-01-26T05:00,-0.9,91,-4.9,0,0,0,2,75,20.7
2017-01-26T06:00,-1.2,89,-5.1,0,0,0,2,73,20.2
2017-01-26T07:00,-1.6,89,-5.6,0,0,0,2,76,20.7
2017-01-26T08:00,-1.7,87,-5.8,0,0,0,2,72,21.1
2017-01-26T09:00,-1.1,85,-5.5,0,0,0,2,71,19.9
2017-01-26T10:00,-0.4,77,-5.4,0,0,0,3,84,22.3
2017-01-26T11:00,0.4,72,-4.5,0,0,0,2,74,20.3
2017-01-26T12:00,-0.3,73,-5.1,0,0,0,3,89,18.2
2017-01-26T13:00,0.5,69,-4.3,0,0,0,2,72,18.2
2017-01-26T14:00,1.2,65,-3.4,0,0,0,0,19,17.4
2017-01-26T15:00,1.4,65,-3,0,0,0,0,4,15.3
2017-01-26T16:00,-0.7,77,-4.5,0,0,0,0,2,18.7
2017-01-26T17:00,-2.5,85,-6.5,0,0,0,0,0,21.7
2017-01-26T18:00,-2.9,89,-7,0,0,0,0,0,23
2017-01-26T19:00,-3,90,-7.1,0,0,0,0,0,23.6
2017-01-26T20:00,-2.8,89,-7.1,0,0,0,0,0,25.2
2017-01-26T21:00,-2.6,88,-7,0,0,0,0,0,27.3
2017-01-26T22:00,-2.4,88,-6.6,0,0,0,0,0,25.3
2017-01-26T23:00,-2.2,88,-6.4,0,0,0,0,0,26
2017-01-27T00:00,-2.5,90,-6.6,0,0,0,0,0,23.9
2017-01-27T01:00,-2.8,90,-6.8,0,0,0,0,0,23.2
2017-01-27T02:00,-2.8,91,-6.8,0,0,0,0,0,23.2
2017-01-27T03:00,-2.8,91,-6.7,0,0,0,0,0,23
2017-01-27T04:00,-2.4,90,-6.3,0,0,0,1,30,22.3
2017-01-27T05:00,-1.6,89,-5.7,0,0,0,3,84,24.3
2017-01-27T06:00,-1.6,91,-5.4,0,0,0,0,0,21.6
2017-01-27T07:00,-2.8,94,-6.8,0,0,0,0,10,21.1
2017-01-27T08:00,-2.3,94,-6.3,0,0,0,0,2,22.8
2017-01-27T09:00,0.6,90,-3,0,0,0,0,0,22.7
2017-01-27T10:00,2.9,84,-1,0,0,0,0,3,22.4
2017-01-27T11:00,4.7,79,0.6,0,0,0,0,6,21
2017-01-27T12:00,5.4,77,0.7,0,0,0,3,84,26.9
2017-01-27T13:00,6,77,1.8,0,0,0,3,100,23.5
2017-01-27T14:00,6.1,77,2.5,0,0,0,3,100,19.7
2017-01-27T15:00,5.5,81,2.2,0,0,0,3,81,21.7
2017-01-27T16:00,4.3,89,1,0,0,0,3,88,24.8
2017-01-27T17:00,3,91,-0.4,0,0,0,2,59,27.8
2017-01-27T18:00,3.1,90,-0.4,0,0,0,3,86,29.6
2017-01-27T19:00,4.1,87,0.3,0,0,0,3,88,33.6
2017-01-27T20:00,4.7,88,0.9,0,0,0,3,88,32.4
2017-01-27T21:00,4.9,89,1.3,0,0,0,3,86,32.4
2017-01-27T22:00,4.9,90,1.3,0,0,0,1,46,32.7
2017-01-27T23:00,4.3,91,0.6,0,0,0,2,60,33.4
2017-01-28T00:00,4.4,91,1.2,0,0,0,2,67,26.7
2017-01-28T01:00,4.8,90,1,0,0,0,2,71,33
2017-01-28T02:00,5.4,87,1.4,0,0,0,2,74,35.3
2017-01-28T03:00,5.7,85,1.5,0,0,0,1,33,36.8
2017-01-28T04:00,5.5,88,1.1,0,0,0,2,72,39.5
2017-01-28T05:00,5.7,87,1.5,0,0,0,3,100,36.4
2017-01-28T06:00,5.9,87,2.1,0,0,0,3,92,32.2
2017-01-28T07:00,6.1,90,3,0,0,0,3,100,28.1
2017-01-28T08:00,6.8,92,3,0,0,0,2,64,33.8
2017-01-28T09:00,6.7,91,2.3,0,0,0,3,94,38.5
2017-01-28T10:00,6.5,89,1.8,0,0,0,2,52,37
2017-01-28T11:00,6.7,85,2.7,0,0,0,0,6,29
2017-01-28T12:00,8.1,80,4.3,0,0,0,2,63,24
2017-01-28T13:00,8.6,79,4.9,0,0,0,3,80,24.3
2017-01-28T14:00,9,71,4.7,0,0,0,2,68,29.3
2017-01-28T15:00,8.7,67,4.6,0,0,0,2,53,28.8
2017-01-28T16:00,6.9,74,2.8,0.2,0.2,0,51,49,30.7
2017-01-28T17:00,5.1,84,1.4,0.3,0.3,0,51,48,28.7
2017-01-28T18:00,3.9,88,0.3,0,0,0,1,26,28.9
2017-01-28T19:00,3.4,89,-0.2,0,0,0,0,18,28.7
2017-01-28T20:00,2.3,91,-1.3,0,0,0,0,8,28
2017-01-28T21:00,1.8,91,-1.9,0,0,0,0,0,28.1
2017-01-28T22:00,1.6,91,-2.3,0,0,0,0,10,29.6
2017-01-28T23:00,1.8,90,-2.3,0,0,0,1,48,31.8
2017-01-29T00:00,3.2,90,-0.8,0,0,0,2,60,32.4
2017-01-29T01:00,3.6,90,-0.2,0.2,0.2,0,51,55,30.5
2017-01-29T02:00,3.8,88,-0.2,0.2,0.2,0,51,44,31.3
2017-01-29T03:00,3.3,88,-0.7,0,0,0,1,26,30.8
2017-01-29T04:00,2.5,91,-1.1,0,0,0,0,7,28.2
2017-01-29T05:00,1.2,94,-2.3,0,0,0,1,20,25.2
2017-01-29T06:00,0.3,96,-3.1,0,0,0,1,29,24.1
2017-01-29T07:00,-0.4,97,-4.1,0,0,0,2,74,21.7
2017-01-29T08:00,0.2,97,-3.3,0,0,0,3,100,21.1
2017-01-29T09:00,3.2,94,0.1,0,0,0,3,91,22.3
2017-01-29T10:00,5.2,91,1.9,0,0,0,3,100,21.5
2017-01-29T11:00,6.2,92,3.3,0.1,0.1,0,51,100,21.2
2017-01-29T12:00,7.3,91,4.2,0.1,0.1,0,51,87,26.3
2017-01-29T13:00,8.4,88,4.8,0.1,0.1,0,51,100,29.5
2017-01-29T14:00,7.7,88,4.1,0,0,0,3,100,29.7
2017-01-29T15:00,7.6,88,4.1,0.1,0.1,0,51,100,29.9
2017-01-29T16:00,7.3,91,4.1,0.4,0.4,0,51,100,27.9
2017-01-29T17:00,7.2,91,3.7,1,1,0,55,100,30.9
2017-01-29T18:00,7.4,91,3.6,1.9,1.9,0,61,100,34.8
2017-01-29T19:00,7.5,93,3.1,2.9,2.9,0,63,100,40.4
2017-01-29T20:00,8.4,93,3.2,2.3,2.3,0,61,100,50.1
2017-01-29T21:00,9.4,94,5.3,0.5,0.5,0,53,100,43.2
2017-01-29T22:00,10.1,95,6.3,0.2,0.2,0,51,100,41.3
2017-01-29T23:00,10.5,94,6.6,0.1,0.1,0,51,100,42.5
2017-01-30T00:00,10.4,94,7.4,0,0,0,3,94,35.6
2017-01-30T01:00,10.4,94,7.7,0,0,0,3,91,32
2017-01-30T02:00,9.7,96,7.9,0.1,0.1,0,51,91,21.7
2017-01-30T03:00,8.6,97,6.8,0.3,0.3,0,51,90,18.1
2017-01-30T04:00,7.5,97,5.9,0,0,0,3,100,15.7
2017-01-30T05:00,6.9,98,5.3,0,0,0,3,100,13.1
2017-01-30T06:00,6.5,98,4.8,0,0,0,3,100,11.1
2017-01-30T07:00,6.2,97,4.3,0,0,0,3,98,14.1
2017-01-30T08:00,5.8,98,3.8,0,0,0,3,96,10.7
2017-01-30T09:00,6.6,95,5.1,0,0,0,3,95,5.4
2017-01-30T10:00,6.7,95,4.9,0,0,0,3,91,7.5
2017-01-30T11:00,7,95,5.3,0,0,0,3,90,6.2
2017-01-30T12:00,7.3,87,4.8,0,0,0,3,90,12.3
2017-01-30T13:00,7.5,87,5.2,0,0,0,3,97,10.2
2017-01-30T14:00,7.5,87,5,0,0,0,3,100,11.9
2017-01-30T15:00,7.3,90,4.8,0,0,0,3,93,14.1
2017-01-30T16:00,6.9,91,4.4,0.1,0.1,0,51,100,17
2017-01-30T17:00,6.6,92,3.8,0,0,0,3,100,20.9
2017-01-30T18:00,6.2,93,3.3,0,0,0,3,100,22.1
2017-01-30T19:00,5.8,92,2.3,0,0,0,3,100,25.8
2017-01-30T20:00,5.5,90,1.7,0,0,0,3,100,27.3
2017-01-30T21:00,5.4,91,1.6,0,0,0,3,100,26.7
2017-01-30T22:00,5.4,90,1.7,0,0,0,3,100,26
2017-01-30T23:00,5.3,90,1.7,0.1,0.1,0,51,100,24.8
2017-01-31T00:00,5,93,1.8,0.1,0.1,0,51,100,22.9
2017-01-31T01:00,5.2,93,2.1,0.1,0.1,0,51,100,21.3
2017-01-31T02:00,5.2,94,1.8,0.1,0.1,0,51,100,24.9
2017-01-31T03:00,5.3,94,1.9,0,0,0,3,100,25
2017-01-31T04:00,5.3,94,2.1,0,0,0,3,100,23.5
2017-01-31T05:00,5.3,93,1.7,0,0,0,3,100,26.4
2017-01-31T06:00,5.2,93,1.5,0,0,0,3,100,27.3
2017-01-31T07:00,5.2,93,1.4,0,0,0,3,100,27.7
2017-01-31T08:00,5.2,93,1.5,0,0,0,3,100,26.4
2017-01-31T09:00,5.5,93,1.8,0,0,0,3,100,25.8
2017-01-31T10:00,5.9,93,2.6,0,0,0,3,100,23.2
2017-01-31T11:00,6.5,93,3.1,0,0,0,3,100,26.5
2017-01-31T12:00,6.5,93,3.4,0,0,0,3,100,22.7
2017-01-31T13:00,7.1,92,4,0,0,0,3,100,21.7
2017-01-31T14:00,7.4,93,4.4,0,0,0,3,100,24.5
2017-01-31T15:00,8.1,92,5.1,0,0,0,3,100,21
2017-01-31T16:00,7.9,95,5.1,0,0,0,3,100,27.1
2017-01-31T17:00,8.1,96,5.2,0.1,0.1,0,51,100,29.2
2017-01-31T18:00,8.5,96,5.9,0.2,0.2,0,51,100,27.7
2017-01-31T19:00,8.6,96,5.9,0.8,0.8,0,53,100,27.7
2017-01-31T20:00,8.7,96,6,0.6,0.6,0,53,100,29.5
2017-01-31T21:00,8.7,96,5.9,0.4,0.4,0,51,100,29.5
2017-01-31T22:00,9.1,96,6.1,0.7,0.7,0,53,100,32.2
2017-01-31T23:00,9.6,96,6.9,0.5,0.5,0,53,100,29.6
2017-02-01T00:00,9.7,96,7.1,0,0,0,3,100,30.4
2017-02-01T01:00,10.1,96,7.6,0,0,0,3,100,30.1
2017-02-01T02:00,10.4,95,7.8,0,0,0,3,100,30.6
2017-02-01T03:00,10.6,94,8.2,0,0,0,3,100,29.9
2017-02-01T04:00,10.3,94,8,0,0,0,3,100,28.4
2017-02-01T05:00,10.2,94,7.6,0,0,0,3,100,29.8
2017-02-01T06:00,10,95,7.7,0,0,0,3,100,26.7
2017-02-01T07:00,9.8,95,7.7,0.1,0.1,0,51,100,24.5
2017-02-01T08:00,9.6,95,7.5,1.6,1.6,0,61,100,23.9
2017-02-01T09:00,9.7,95,7.3,0.4,0.4,0,51,100,25.6
2017-02-01T10:00,9.7,96,7.4,0.3,0.3,0,51,100,24.9
2017-02-01T11:00,10.1,94,7.4,0.1,0.1,0,51,100,26.1
2017-02-01T12:00,9.6,99,7.9,0,0,0,3,100,19.9
2017-02-01T13:00,9.9,97,7.5,0.1,0.1,0,51,100,24.7
2017-02-01T14:00,10.2,97,8.2,0.4,0.4,0,51,100,20.7
2017-02-01T15:00,10.3,96,8,0.1,0.1,0,51,100,26.6
2017-02-01T16:00,9.6,97,6.9,0,0,0,3,100,27.8
2017-02-01T17:00,9.3,96,6.3,0,0,0,3,100,29.8
2017-02-01T18:00,9.3,94,6.4,0,0,0,3,100,29.3
2017-02-01T19:00,9.6,92,6.5,0,0,0,2,61,31.5
2017-02-01T20:00,9.1,91,5.8,0.1,0.1,0,51,100,34.4
2017-02-01T21:00,9.6,87,5.9,0,0,0,3,99,36.8
2017-02-01T22:00,9.9,87,6.3,0,0,0,3,100,35.8
2017-02-01T23:00,10,88,6.1,0,0,0,3,100,39.8
2017-02-02T00:00,10,90,6.8,0,0,0,3,100,34.5
2017-02-02T01:00,10.3,89,6.9,0,0,0,3,95,35.1
2017-02-02T02:00,10,91,6.6,0,0,0,3,100,35.6
2017-02-02T03:00,10.1,90,6.6,0.1,0.1,0,51,100,36
2017-02-02T04:00,10,90,6.1,0.1,0.1,0,51,100,39.6
2017-02-02T05:00,9.7,89,6,0.1,0.1,0,51,100,37.2
2017-02-02T06:00,9.2,88,5.4,0,0,0,3,100,36.1
